source,target,weight,phase,type,sync_component
2_2015,74_2017,0.2,2015,diac,0
2_2015,162_2017,0.1,2015,diac,0
50_2015,84_2017,0.16666666666666666,2015,diac,0
99_2015,74_2017,0.1111111111111111,2015,diac,0
81_2015,170_2017,0.1,2015,diac,11
26_2015,248_2017,0.2,2015,diac,0
181_2015,139_2017,0.16129032258064516,2015,diac,12
248_2017,99_2019,0.2,2017,diac,0
248_2017,25_2019,0.14285714285714285,2017,diac,0
248_2017,118_2019,0.16666666666666666,2017,diac,0
2_2017,4_2019,1.0,2017,diac,13
6_2017,72_2019,0.1346153846153846,2017,diac,14
84_2017,25_2019,0.14285714285714285,2017,diac,0
84_2017,204_2019,0.1,2017,diac,0
74_2017,32_2019,0.11764705882352941,2017,diac,0
31_2017,32_2019,0.11764705882352941,2017,diac,0
216_2017,81_2019,0.15384615384615385,2017,diac,0
216_2017,25_2019,0.2,2017,diac,0
216_2017,204_2019,0.15384615384615385,2017,diac,0
211_2017,118_2019,0.11538461538461539,2017,diac,0
