334_1990	475_1993	0.02072538860103627
334_1990	91_1993	0.01639344262295082
334_1990	510_1993	0.012578616352201259
334_1990	315_1993	0.012987012987012988
334_1990	248_1993	0.016574585635359115
334_1990	370_1993	0.006289308176100629
334_1990	104_1993	0.006756756756756757
334_1990	184_1993	0.013605442176870748
478_1990	76_1993	0.009523809523809525
478_1990	475_1993	0.01
478_1990	248_1993	0.03529411764705882
478_1990	370_1993	0.03225806451612903
400_1990	91_1993	0.01282051282051282
400_1990	510_1993	0.058823529411764705
400_1990	248_1993	0.013157894736842105
400_1990	104_1993	0.024390243902439025
336_1990	475_1993	0.02631578947368421
336_1990	91_1993	0.06349206349206349
336_1990	118_1993	0.07142857142857142
405_1990	76_1993	0.020833333333333332
405_1990	91_1993	0.012345679012345678
405_1990	510_1993	0.09615384615384616
405_1990	315_1993	0.04
405_1990	248_1993	0.012658227848101266
405_1990	155_1993	0.023255813953488372
405_1990	403_1993	0.021739130434782608
198_1990	315_1993	0.0196078431372549
327_1990	315_1993	0.01818181818181818
327_1990	118_1993	0.020833333333333332
327_1990	458_1993	0.024390243902439025
322_1990	76_1993	0.008403361344537815
322_1990	91_1993	0.009708737864077669
322_1990	315_1993	0.0136986301369863
322_1990	248_1993	0.030303030303030304
322_1990	104_1993	0.015151515151515152
322_1990	389_1993	0.03076923076923077
180_1990	76_1993	0.024096385542168676
180_1990	389_1993	0.03225806451612903
263_1990	155_1993	0.037037037037037035
144_1990	356_1993	0.11764705882352941
216_1990	91_1993	0.031746031746031744
253_1990	126_1993	0.041666666666666664
76_1993	270_1996	0.031007751937984496
76_1993	30_1996	0.00980392156862745
76_1993	366_1996	0.05426356589147287
76_1993	128_1996	0.025
76_1993	464_1996	0.009345794392523364
475_1993	3_1996	0.010638297872340425
475_1993	270_1996	0.007874015748031496
475_1993	30_1996	0.020833333333333332
475_1993	366_1996	0.0234375
475_1993	39_1996	0.009259259259259259
475_1993	464_1996	0.00980392156862745
475_1993	192_1996	0.010526315789473684
475_1993	429_1996	0.020618556701030927
475_1993	212_1996	0.0392156862745098
91_1993	30_1996	0.011627906976744186
91_1993	366_1996	0.008403361344537815
91_1993	128_1996	0.028846153846153848
91_1993	39_1996	0.020833333333333332
91_1993	429_1996	0.011494252873563218
91_1993	212_1996	0.010638297872340425
510_1993	270_1996	0.033707865168539325
510_1993	128_1996	0.012345679012345678
510_1993	91_1996	0.10869565217391304
510_1993	192_1996	0.01694915254237288
510_1993	429_1996	0.016129032258064516
510_1993	150_1996	0.02564102564102564
315_1993	3_1996	0.038461538461538464
315_1993	30_1996	0.03636363636363636
315_1993	366_1996	0.011235955056179775
315_1993	39_1996	0.014925373134328358
315_1993	429_1996	0.03571428571428571
315_1993	212_1996	0.031746031746031744
248_1993	3_1996	0.012345679012345678
248_1993	270_1996	0.036036036036036036
248_1993	39_1996	0.03225806451612903
248_1993	464_1996	0.034482758620689655
248_1993	212_1996	0.03333333333333333
155_1993	366_1996	0.012345679012345678
155_1993	69_1996	0.03225806451612903
449_1993	192_1996	0.023809523809523808
275_1993	128_1996	0.0136986301369863
403_1993	3_1996	0.06521739130434782
403_1993	464_1996	0.05555555555555555
370_1993	366_1996	0.010752688172043012
370_1993	39_1996	0.014084507042253521
370_1993	325_1996	0.0196078431372549
104_1993	39_1996	0.03389830508474576
104_1993	212_1996	0.03571428571428571
118_1993	561_1996	0.03225806451612903
118_1993	366_1996	0.012195121951219513
118_1993	69_1996	0.06451612903225806
419_1993	366_1996	0.012658227848101266
356_1993	561_1996	0.037037037037037035
356_1993	212_1996	0.018867924528301886
356_1993	421_1996	0.05263157894736842
389_1993	270_1996	0.012658227848101266
389_1993	341_1996	0.07142857142857142
184_1993	561_1996	0.03225806451612903
438_1993	30_1996	0.06976744186046512
336_1993	366_1996	0.012987012987012988
336_1993	325_1996	0.058823529411764705
336_1993	429_1996	0.045454545454545456
3_1996	519_1999	0.08196721311475409
3_1996	71_1999	0.0136986301369863
3_1996	266_1999	0.017543859649122806
3_1996	401_1999	0.015873015873015872
3_1996	430_1999	0.045454545454545456
270_1996	503_1999	0.011111111111111112
270_1996	85_1999	0.05333333333333334
270_1996	519_1999	0.020618556701030927
270_1996	279_1999	0.034782608695652174
270_1996	235_1999	0.011494252873563218
270_1996	605_1999	0.03125
561_1996	317_1999	0.05405405405405406
30_1996	503_1999	0.006622516556291391
30_1996	413_1999	0.011627906976744186
30_1996	121_1999	0.03278688524590164
30_1996	71_1999	0.04054054054054054
30_1996	235_1999	0.03571428571428571
366_1996	503_1999	0.01092896174863388
366_1996	413_1999	0.07142857142857142
366_1996	519_1999	0.009900990099009901
366_1996	279_1999	0.016666666666666666
366_1996	430_1999	0.009615384615384616
